ano_competencia,mes_competencia,municipio,sigla_uf,valor_parcela
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Murici,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Novo Lino,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água das Flores,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água do Casado,AL,350.0
2023,9,Olho d'Água Grande,AL,350.0
2023,9,Olho d'Água Grande,AL,350.0
2023,9,Olho d'Água Grande,AL,350.0
2023,9,Olho d'Água Grande,AL,350.0
2023,9,Olivença,AL,350.0
2023,9,Olivença,AL,350.0
2023,9,Olivença,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Ouro Branco,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palestina,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Palmeira dos Índios,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pão de Açúcar,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Pariconha,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Paripueira,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Passo de Camaragibe,AL,350.0
2023,9,Paulo Jacinto,AL,350.0
2023,9,Paulo Jacinto,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Penedo,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Piaçabuçu,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pilar,AL,350.0
2023,9,Pindoba,AL,350.0
2023,9,Pindoba,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Piranhas,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Poço das Trincheiras,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto Calvo,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto de Pedras,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Porto Real do Colégio,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Quebrangulo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Rio Largo,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Roteiro,AL,350.0
2023,9,Santa Luzia do Norte,AL,350.0
2023,9,Santa Luzia do Norte,AL,350.0
2023,9,Santa Luzia do Norte,AL,350.0
2023,9,Santa Luzia do Norte,AL,350.0
2023,9,Santa Luzia do Norte,AL,350.0
2023,9,Santa Luzia do Norte,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,Santana do Ipanema,AL,350.0
2023,9,São Brás,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Laje,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São José da Tapera,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Luís do Quitunde,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Campos,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Miguel dos Milagres,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
2023,9,São Sebastião,AL,350.0
